usr_id,firma_nr,mail,rolle_txt,aktiv_kz,anlagedat
558,78,u558@cloud.local,adm,true,2023-05-07
559,79,u559@cloud.local,usr,true,2023-05-07
560,80,u560@cloud.local,bill,true,2023-05-08
561,81,u561@cloud.local,bill,false,2023-05-08
562,82,u562@cloud.local,adm,true,2023-05-09
563,83,u563@cloud.local,bill,true,2023-05-09
564,84,u564@cloud.local,bill,true,2023-05-10
565,85,u565@cloud.local,usr,true,2023-05-10
566,86,u566@cloud.local,usr,true,2023-05-11
567,87,u567@cloud.local,bill,true,2023-05-11
568,88,u568@cloud.local,usr,true,2023-05-12
569,89,u569@cloud.local,bill,true,2023-05-12
570,90,u570@cloud.local,bill,true,2023-05-13
571,91,u571@cloud.local,usr,true,2023-05-13
572,92,u572@cloud.local,adm,false,2023-05-14
573,93,u573@cloud.local,bill,true,2023-05-14
574,94,u574@cloud.local,usr,true,2023-05-15
575,95,u575@cloud.local,usr,true,2023-05-15
576,96,u576@cloud.local,bill,true,2023-05-16
577,97,u577@cloud.local,usr,true,2023-05-16
578,98,u578@cloud.local,usr,true,2023-05-17
579,99,u579@cloud.local,adm,true,2023-05-17
580,100,u580@cloud.local,usr,true,2023-05-18
581,101,u581@cloud.local,usr,true,2023-05-18
582,102,u582@cloud.local,bill,true,2023-05-19
583,103,u583@cloud.local,adm,false,2023-05-19
584,104,u584@cloud.local,adm,true,2023-05-20
585,105,u585@cloud.local,bill,true,2023-05-20
586,106,u586@cloud.local,adm,true,2023-05-21
587,107,u587@cloud.local,bill,true,2023-05-21
588,108,u588@cloud.local,bill,true,2023-05-22
589,109,u589@cloud.local,adm,true,2023-05-22
590,110,u590@cloud.local,usr,true,2023-05-23
591,111,u591@cloud.local,bill,true,2023-05-23
592,112,u592@cloud.local,adm,true,2023-05-24
593,113,u593@cloud.local,adm,true,2023-05-24
594,114,u594@cloud.local,bill,false,2023-05-25
595,115,u595@cloud.local,adm,true,2023-05-25
596,116,u596@cloud.local,bill,true,2023-05-26
597,117,u597@cloud.local,bill,true,2023-05-26
598,118,u598@cloud.local,bill,true,2023-05-27
599,119,u599@cloud.local,adm,true,2023-05-27
600,120,u600@cloud.local,bill,true,2023-05-28
601,1,u601@cloud.local,usr,true,2023-05-28
602,2,u602@cloud.local,usr,true,2023-05-29
603,3,u603@cloud.local,bill,true,2023-05-29
604,4,u604@cloud.local,bill,true,2023-05-30
605,5,u605@cloud.local,usr,false,2023-05-30
606,6,u606@cloud.local,bill,true,2023-05-31
607,7,u607@cloud.local,usr,true,2023-05-31
608,8,u608@cloud.local,adm,true,2023-06-01
609,9,u609@cloud.local,usr,true,2023-06-01
610,10,u610@cloud.local,usr,true,2023-06-02
611,11,u611@cloud.local,usr,true,2023-06-02
612,12,u612@cloud.local,adm,true,2023-06-03
613,13,u613@cloud.local,usr,true,2023-06-03
614,14,u614@cloud.local,bill,true,2023-06-04
615,15,u615@cloud.local,adm,true,2023-06-04
616,16,u616@cloud.local,adm,false,2023-06-05
617,17,u617@cloud.local,adm,true,2023-06-05
618,18,u618@cloud.local,bill,true,2023-06-06
619,19,u619@cloud.local,usr,true,2023-06-06
620,20,u620@cloud.local,bill,true,2023-06-07
621,21,u621@cloud.local,bill,true,2023-06-07
622,22,u622@cloud.local,adm,true,2023-06-08
623,23,u623@cloud.local,usr,true,2023-06-08
624,24,u624@cloud.local,usr,true,2023-06-09
625,25,u625@cloud.local,usr,true,2023-06-09
626,26,u626@cloud.local,bill,true,2023-06-10
627,27,u627@cloud.local,bill,false,2023-06-10
628,28,u628@cloud.local,usr,true,2023-06-11
629,29,u629@cloud.local,usr,true,2023-06-11
630,30,u630@cloud.local,usr,true,2023-06-12
631,31,u631@cloud.local,bill,true,2023-06-12
632,32,u632@cloud.local,adm,true,2023-06-13
633,33,u633@cloud.local,usr,true,2023-06-13
634,34,u634@cloud.local,usr,true,2023-06-14
635,35,u635@cloud.local,usr,true,2023-06-14
636,36,u636@cloud.local,bill,true,2023-06-15
637,37,u637@cloud.local,usr,true,2023-06-15
638,38,u638@cloud.local,usr,false,2023-06-16
639,39,u639@cloud.local,usr,true,2023-06-16
640,40,u640@cloud.local,usr,true,2023-06-17
641,41,u641@cloud.local,adm,true,2023-06-17
642,42,u642@cloud.local,bill,true,2023-06-18
643,43,u643@cloud.local,adm,true,2023-06-18
644,44,u644@cloud.local,bill,true,2023-06-19
645,45,u645@cloud.local,bill,true,2023-06-19
646,46,u646@cloud.local,adm,true,2023-06-20
647,47,u647@cloud.local,bill,true,2023-06-20
648,48,u648@cloud.local,usr,true,2023-06-21
649,49,u649@cloud.local,bill,false,2023-06-21
650,50,u650@cloud.local,bill,true,2023-06-22
651,51,u651@cloud.local,adm,true,2023-06-22
652,52,u652@cloud.local,bill,true,2023-06-23
653,53,u653@cloud.local,bill,true,2023-06-23
654,54,u654@cloud.local,bill,true,2023-06-24
655,55,u655@cloud.local,bill,true,2023-06-24
656,56,u656@cloud.local,usr,true,2023-06-25
657,57,u657@cloud.local,bill,true,2023-06-25
658,58,u658@cloud.local,usr,true,2023-06-26
659,59,u659@cloud.local,adm,true,2023-06-26
660,60,u660@cloud.local,adm,false,2023-06-27
661,61,u661@cloud.local,adm,true,2023-06-27
662,62,u662@cloud.local,adm,true,2023-06-28
663,63,u663@cloud.local,adm,true,2023-06-28
664,64,u664@cloud.local,usr,true,2023-06-29
665,65,u665@cloud.local,usr,true,2023-06-29
666,66,u666@cloud.local,adm,true,2023-06-30
667,67,u667@cloud.local,usr,true,2023-06-30
668,68,u668@cloud.local,bill,true,2023-07-01
669,69,u669@cloud.local,bill,true,2023-07-01
670,70,u670@cloud.local,bill,true,2023-07-02
671,71,u671@cloud.local,adm,false,2023-07-02
672,72,u672@cloud.local,bill,true,2023-07-03
673,73,u673@cloud.local,bill,true,2023-07-03
674,74,u674@cloud.local,bill,true,2023-07-04
675,75,u675@cloud.local,bill,true,2023-07-04
676,76,u676@cloud.local,usr,true,2023-07-05
677,77,u677@cloud.local,bill,true,2023-07-05
678,78,u678@cloud.local,adm,true,2023-07-06
679,79,u679@cloud.local,usr,true,2023-07-06
680,80,u680@cloud.local,adm,true,2023-07-07
681,81,u681@cloud.local,adm,true,2023-07-07
682,82,u682@cloud.local,bill,false,2023-07-08
683,83,u683@cloud.local,adm,true,2023-07-08
684,84,u684@cloud.local,adm,true,2023-07-09
685,85,u685@cloud.local,bill,true,2023-07-09
686,86,u686@cloud.local,usr,true,2023-07-10
687,87,u687@cloud.local,adm,true,2023-07-10
688,88,u688@cloud.local,adm,true,2023-07-11
689,89,u689@cloud.local,bill,true,2023-07-11
690,90,u690@cloud.local,bill,true,2023-07-12
691,91,u691@cloud.local,usr,true,2023-07-12
692,92,u692@cloud.local,usr,true,2023-07-13
693,93,u693@cloud.local,adm,false,2023-07-13
694,94,u694@cloud.local,usr,true,2023-07-14
695,95,u695@cloud.local,usr,true,2023-07-14
696,96,u696@cloud.local,adm,true,2023-07-15
697,97,u697@cloud.local,usr,true,2023-07-15
698,98,u698@cloud.local,usr,true,2023-07-16
699,99,u699@cloud.local,usr,true,2023-07-16
700,100,u700@cloud.local,usr,true,2023-07-17
